Page,Image_Source_Tier,Filename,Layer1_Alt_Geographic,Rendered_Alt_Template,EXIF_GeoTag,License,Source,Attribution_Note
/areas/hillsborough,flag,hillsborough-greater-moncton-southeast-nb.webp,"Hillsborough, Albert County, New Brunswick — gypsum hills over the tidal Petitcodiac","{SERVICE_CATEGORY} in Hillsborough, New Brunswick — Hillsborough, Albert County, New Brunswick — gypsum hills over the tidal Petitcodiac","45.92225,-64.64536 (Hillsborough)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/petitcodiac,flag,petitcodiac-greater-moncton-southeast-nb.webp,"Petitcodiac, Westmorland County, New Brunswick — headwater valley of the Petitcodiac River","{SERVICE_CATEGORY} in Petitcodiac, New Brunswick — Petitcodiac, Westmorland County, New Brunswick — headwater valley of the Petitcodiac River","45.93022,-65.16805 (Petitcodiac)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/upper-miramichi,flag,upper-miramichi-miramichi-river-nb.webp,"Upper Miramichi, Northumberland County, New Brunswick — forested headwaters of the Main Southwest Miramichi River","{SERVICE_CATEGORY} in Upper Miramichi, New Brunswick — Upper Miramichi, Northumberland County, New Brunswick — forested headwaters of the Main Southwest Miramichi River","46.53229,-66.45290 (Upper Miramichi)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/grand-manan,flag,grand-manan-fundy-saint-john-nb.webp,"Grand Manan, Charlotte County, New Brunswick — cliff-edged Fundy island with working harbours","{SERVICE_CATEGORY} in Grand Manan, New Brunswick — Grand Manan, Charlotte County, New Brunswick — cliff-edged Fundy island with working harbours","44.69806,-66.82222 (Grand Manan)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/caraquet,flag,caraquet-acadian-peninsula-chaleur-nb.webp,"Caraquet, Gloucester County, New Brunswick — harbour terrace along Chaleur Bay","{SERVICE_CATEGORY} in Caraquet, New Brunswick — Caraquet, Gloucester County, New Brunswick — harbour terrace along Chaleur Bay","47.76556,-64.95000 (Caraquet)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/norton,flag,norton-fundy-saint-john-nb.webp,"Norton, Kings County, New Brunswick — mid-valley farmland on the Kennebecasis River","{SERVICE_CATEGORY} in Norton, New Brunswick — Norton, Kings County, New Brunswick — mid-valley farmland on the Kennebecasis River","45.65056,-65.73139 (Norton)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/beresford,flag,beresford-acadian-peninsula-chaleur-nb.webp,"Beresford, Gloucester County, New Brunswick — sand and saltmarsh shore of Chaleur Bay","{SERVICE_CATEGORY} in Beresford, New Brunswick — Beresford, Gloucester County, New Brunswick — sand and saltmarsh shore of Chaleur Bay","47.71101,-65.70596 (Beresford)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/minto,flag,minto-capital-river-valley-nb.webp,"Minto, Queens County, New Brunswick — coalfield flats near Grand Lake","{SERVICE_CATEGORY} in Minto, New Brunswick — Minto, Queens County, New Brunswick — coalfield flats near Grand Lake","46.07769,-66.07850 (Minto)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/sussex-corner,flag,sussex-corner-fundy-saint-john-nb.webp,"Sussex Corner, Kings County, New Brunswick — valley shoulder where the Kennebecasis meets the Fundy hills","{SERVICE_CATEGORY} in Sussex Corner, New Brunswick — Sussex Corner, Kings County, New Brunswick — valley shoulder where the Kennebecasis meets the Fundy hills","45.71080,-65.47390 (Sussex Corner)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/shippagan,flag,shippagan-acadian-peninsula-chaleur-nb.webp,"Shippagan, Gloucester County, New Brunswick — low peat-bog peninsula tip facing Lamèque Island","{SERVICE_CATEGORY} in Shippagan, New Brunswick — Shippagan, Gloucester County, New Brunswick — low peat-bog peninsula tip facing Lamèque Island","47.73556,-64.72361 (Shippagan)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/chipman,flag,chipman-capital-river-valley-nb.webp,"Chipman, Queens County, New Brunswick — Salmon River lowlands at the head of Grand Lake","{SERVICE_CATEGORY} in Chipman, New Brunswick — Chipman, Queens County, New Brunswick — Salmon River lowlands at the head of Grand Lake","46.17783,-65.87748 (Chipman)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/rogersville,flag,rogersville-miramichi-river-nb.webp,"Rogersville, Northumberland County, New Brunswick — blueberry and farm flats on the inland Kent–Northumberland line","{SERVICE_CATEGORY} in Rogersville, New Brunswick — Rogersville, Northumberland County, New Brunswick — blueberry and farm flats on the inland Kent–Northumberland line","46.73151,-65.42669 (Rogersville)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/florenceville-bristol,flag,florenceville-bristol-capital-river-valley-nb.webp,"Florenceville-Bristol, Carleton County, New Brunswick — potato-belt benchlands over the Saint John River","{SERVICE_CATEGORY} in Florenceville-Bristol, New Brunswick — Florenceville-Bristol, Carleton County, New Brunswick — potato-belt benchlands over the Saint John River","46.45213,-67.60644 (Florenceville-Bristol)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/campobello-island,flag,campobello-island-fundy-saint-john-nb.webp,"Campobello Island, Charlotte County, New Brunswick — outer Passamaquoddy island reached by bridge from Maine","{SERVICE_CATEGORY} in Campobello Island, New Brunswick — Campobello Island, Charlotte County, New Brunswick — outer Passamaquoddy island reached by bridge from Maine","44.88598,-66.91097 (Campobello Island)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/mcadam,flag,mcadam-capital-river-valley-nb.webp,"McAdam, York County, New Brunswick — rail-junction clearing in the southwestern York County woods","{SERVICE_CATEGORY} in McAdam, New Brunswick — McAdam, York County, New Brunswick — rail-junction clearing in the southwestern York County woods","45.59222,-67.30806 (McAdam)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/neguac,flag,neguac-miramichi-river-nb.webp,"Neguac, Northumberland County, New Brunswick — sheltered inner shore of Miramichi Bay","{SERVICE_CATEGORY} in Neguac, New Brunswick — Neguac, Northumberland County, New Brunswick — sheltered inner shore of Miramichi Bay","47.24388,-65.08409 (Neguac)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/dorchester,flag,dorchester-greater-moncton-southeast-nb.webp,"Dorchester, Westmorland County, New Brunswick — sandstone ridge over the Memramcook estuary marshes","{SERVICE_CATEGORY} in Dorchester, New Brunswick — Dorchester, Westmorland County, New Brunswick — sandstone ridge over the Memramcook estuary marshes","45.89925,-64.51661 (Dorchester)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/dalhousie,flag,dalhousie-restigouche-chaleur-nb.webp,"Dalhousie, Restigouche County, New Brunswick — point of land where the Restigouche estuary opens into Chaleur Bay","{SERVICE_CATEGORY} in Dalhousie, New Brunswick — Dalhousie, Restigouche County, New Brunswick — point of land where the Restigouche estuary opens into Chaleur Bay","48.04861,-66.39028 (Dalhousie)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/lameque,flag,lameque-acadian-peninsula-chaleur-nb.webp,"Lamèque, Gloucester County, New Brunswick — flat peat-bog island between Chaleur Bay and the Gulf","{SERVICE_CATEGORY} in Lamèque, New Brunswick — Lamèque, Gloucester County, New Brunswick — flat peat-bog island between Chaleur Bay and the Gulf","47.81306,-64.62361 (Lamèque)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/nackawic,flag,nackawic-capital-river-valley-nb.webp,"Nackawic, York County, New Brunswick — terraced townsite over the Mactaquac headpond of the Saint John River","{SERVICE_CATEGORY} in Nackawic, New Brunswick — Nackawic, York County, New Brunswick — terraced townsite over the Mactaquac headpond of the Saint John River","45.99330,-67.22000 (Nackawic)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/blacks-harbour,flag,blacks-harbour-fundy-saint-john-nb.webp,"Blacks Harbour, Charlotte County, New Brunswick — working harbour cut into the Fundy shore","{SERVICE_CATEGORY} in Blacks Harbour, New Brunswick — Blacks Harbour, Charlotte County, New Brunswick — working harbour cut into the Fundy shore","45.05888,-66.78485 (Blacks Harbour)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
/areas/saint-quentin,flag,saint-quentin-restigouche-chaleur-nb.webp,"Saint-Quentin, Restigouche County, New Brunswick — high Appalachian plateau of maple woods","{SERVICE_CATEGORY} in Saint-Quentin, New Brunswick — Saint-Quentin, Restigouche County, New Brunswick — high Appalachian plateau of maple woods","47.51355,-67.39229 (Saint-Quentin)",Public Domain,Wikimedia Commons — Flag of New Brunswick,"Flag used as province-tier fallback; ALL metadata describes the place, never the flag. Upgrade path: verified CC0/Unsplash photo of the place."
